**PyMatcal**,"Python package for analytical calculation",https://github.com/spebt/pymatcal,"https://spebt.github.io/pymatcal/"
**PyRecon**,"Python package for image reconstruction",https://github.com/spebt/pyrecon,"https://spebt.github.io/pyrecon/"
